Instance,Size,BKS_Fitness,BKS_Distance,BKS_Vehicles,Memetic_Fitness,Memetic_Distance,Memetic_Vehicles,Memetic_TimeToFinal,Memetic_IsFeasible,ORTools_Fitness,ORTools_Distance,ORTools_Vehicles,ORTools_IsFeasible
LR2_4_1,400,10505.16,9727.0,8,11717.68054791936,10462.214774928,12,2403.753058195114,True,13289.285448542658,11865.4334361988,12,True
LR2_4_2,400,10063.35,9405.0,7,9800.361091647197,8909.419174224724,10,2345.9639308452606,True,10158.705134471064,9235.186485882785,10,True
LR2_4_3,400,10685.85,10177.0,5,7472.578322759681,6919.05400255526,8,2100.2514531612396,True,8913.09187329336,8102.810793903054,10,True
LR2_4_4,400,6450.08,6202.0,4,6436.795418356606,6015.696652669725,7,507.155081987381,True,7912.609466508716,7394.9621182324445,7,True
LR2_4_5,400,10487.640000000001,9894.0,6,9009.111049286408,8341.769490080007,8,3683.9698235988617,True,78580.87532242548,9495.492047143363,10,False
LR2_4_6,400,9394.35,8947.0,5,8118.590858349569,7448.248493898687,9,1553.7946450710297,True,10040.725155940674,9211.674454991444,9,True
LR2_4_7,400,8312.720000000001,7993.0,4,6539.57833448118,6055.165124519611,8,1801.0297384262085,True,8328.500794363808,7783.645602209167,7,True
LR2_4_8,400,5470.400000000001,5260.0,4,6224.610694114965,5817.39317207006,7,718.9281640052795,True,6429.371168111074,6065.444498217995,6,True
LR2_4_9,400,8401.560000000001,7926.0,6,8403.393541764703,7780.919946078428,8,2493.656576156616,True,10113.418625614519,9278.365711572953,9,True
LR2_4_10,400,7976.85,7597.0,5,7612.8296529353065,7048.916345310468,8,2053.501041173935,True,9278.19652844301,8434.724116766372,10,True
LRC1_4_1,400,12409.999999999998,9125.0,36,13510.690008524329,9650.492863231664,40,69.2619960308075,True,13665.444563623498,9761.031831159642,40,True
LRC1_4_2,400,10933.26,8346.0,31,12111.55196032983,8713.346734050238,39,301.30244398117065,True,11814.197232662367,8623.501629680559,37,True
LRC1_4_3,400,9678.2,7805.0,24,10953.443648696344,8298.063370224503,32,94.30938339233398,True,10100.52524955535,7829.864534539031,29,True
LRC1_4_4,400,6905.57,5803.0,19,8579.882600573743,6975.514309409547,23,250.70036005973816,True,7720.387062908152,6328.18611713783,22,True
LRC1_4_5,400,11678.04,8847.0,32,13820.671500795039,9801.894681414922,41,279.26668214797974,True,12749.774398824118,9306.404670674538,37,True
LRC1_4_6,400,10912.2,8394.0,30,12128.217070444065,8917.806669444166,36,289.56740641593933,True,12180.49548849122,8890.872619336656,37,True
LRC1_4_7,400,10288.64,8038.0,28,11812.452759375066,8815.263253264975,34,208.34082865715027,True,11615.653482295982,8604.18776466369,35,True
LRC1_4_8,400,9991.8,7930.0,26,11677.134087990791,8649.728954067252,35,293.4648115634918,True,11098.393688146001,8344.656908380452,33,True
LRC1_4_9,400,10005.0,8004.0,25,11766.61714690055,8847.08056157936,33,172.50282621383667,True,10993.049155456529,8456.191658043483,30,True
LRC1_4_10,400,8688.72,7064.0,23,10469.020309747257,8053.092545959428,30,62.48160219192505,True,9808.322796915856,7662.752185090512,28,True
LRC2_4_1,400,10810.29,9739.0,11,7871.994836750022,6905.258628728088,14,1164.4076960086823,True,8469.721640262595,7364.975339358778,15,True
LRC2_4_2,400,7876.000000000001,7160.0,10,8057.462065947273,7067.949180655502,14,647.7396936416626,True,8493.328929593546,7385.503417037867,15,True
LRC2_4_3,400,6940.080000000001,6426.0,8,7222.534352469791,6391.623320769727,13,1404.865401506424,True,8006.979146841974,7213.494726884661,11,True
LRC2_4_4,400,5500.95,5239.0,5,5183.579822203889,4755.577818535678,9,835.9510977268219,True,6697.467078615521,6201.358406125482,8,True
LRC2_4_5,400,8041.000000000001,7310.0,10,8090.394056232288,7096.836891431831,14,728.4993197917938,True,9141.316657746484,7948.971006736073,15,True
LRC2_4_6,400,6907.330000000001,6337.0,9,7669.312137126076,6787.001891262014,13,785.913889169693,True,8145.118043896186,7208.069065394855,13,True
LRC2_4_7,400,6795.360000000001,6292.0,8,7310.019245644596,6645.472041495086,10,1398.2796909809113,True,8621.257720959537,7697.5515365710135,12,True
LRC2_4_8,400,6171.76,5768.0,7,6407.776683627854,5878.694205163169,9,2007.9603433609009,True,7443.230464224753,6705.61303083311,11,True
LRC2_4_9,400,6649.38,6273.0,6,5650.584483284526,5232.022669707894,8,2207.5685975551605,True,7352.853348551883,6684.412135047166,10,True
LRC2_4_10,400,5719.76,5396.0,6,5401.104116255069,5001.022329865805,8,864.9390802383423,True,7213.129195380826,6617.5497205328675,9,True
bar-n400-1,400,4502.898550724638,3107.0,31,5338.260869565218,3508.0,36,181.97732281684875,True,5344.347826086957,3512.0,36,True
bar-n400-2,400,3961.21875,2726.0,29,4833.0,3222.0,32,242.59757137298584,True,4806.046875,3171.0,33,True
bar-n400-3,400,2963.3888888888887,2602.0,10,3319.722222222222,2812.0,13,681.4650509357452,True,3368.125,2853.0,13,True
bar-n400-4,400,2165.554054054054,1761.0,17,2491.0,1961.0,20,151.68899393081665,True,2484.6486486486483,1956.0,20,True
bar-n400-5,400,5310.557142857143,3349.0,41,6214.928571428572,3783.0,45,235.17564034461975,True,6262.342857142857,3779.0,46,True
bar-n400-6,400,3860.0625,2941.0,20,4615.484375,3319.0,25,240.94730758666992,True,4437.0,3264.0,23,True
bar-n400-7,400,3484.8333333333335,2987.0,11,3921.1363636363635,3195.0,15,213.1073453426361,True,4018.090909090909,3274.0,15,True
ber-n400-1,400,8310.159420289854,5567.0,34,10094.492753623188,6332.0,41,264.22314643859863,True,10037.101449275362,6296.0,41,True
ber-n400-2,400,8515.7,5494.0,33,10844.033333333333,6442.0,41,191.04506731033325,True,10308.333333333332,6185.0,40,True
ber-n400-3,400,5599.157142857143,3531.0,41,6530.799999999999,3941.0,46,182.9835090637207,True,6403.2,3864.0,46,True
ber-n400-4,400,2805.942857142857,2232.0,18,3168.7428571428572,2411.0,22,133.38492250442505,True,3151.657142857143,2398.0,22,True
ber-n400-5,400,7921.6567164179105,5707.0,26,9587.910447761195,6555.0,31,84.11425518989563,True,9517.701492537313,6507.0,31,True
ber-n400-6,400,7945.352112676057,6268.0,19,9283.239436619719,6938.0,24,322.5046248435974,True,8909.070422535211,6589.0,25,True
ber-n400-7,400,8490.5625,6469.0,20,9867.875,7096.0,25,132.87830018997192,True,9651.09375,6863.0,26,True
nyc-n400-1,400,2416.595744680851,1893.0,13,2978.936170212766,2154.0,18,243.78387188911438,True,2944.3617021276596,2129.0,18,True
nyc-n400-2,400,2517.428571428571,1958.0,14,2928.8571428571427,2142.0,18,274.28117513656616,True,2927.4897959183672,2141.0,18,True
nyc-n400-3,400,2025.2830188679245,1789.0,7,2373.2452830188677,2062.0,8,1453.173439502716,True,2406.301886792453,2057.0,9,True
nyc-n400-4,400,2236.3695652173915,1941.0,7,2569.4565217391305,2149.0,9,785.5374102592468,True,2589.652173913043,2206.0,8,True
nyc-n400-5,400,2169.5434782608695,1883.0,7,2525.086956521739,2151.0,8,1497.3709490299225,True,2573.0434782608695,2152.0,9,True
poa-n400-1,400,6264.246153846154,4627.0,23,7360.923076923077,5090.0,29,227.2553231716156,True,7466.492307692308,5163.0,29,True
poa-n400-2,400,4891.857142857143,3113.0,40,5603.914285714286,3441.0,44,178.52807664871216,True,5581.114285714286,3427.0,44,True
poa-n400-3,400,4593.870967741936,2820.0,39,5297.290322580645,3158.0,42,176.90780878067017,True,5265.241935483871,3109.0,43,True
poa-n400-4,400,2717.6338028169016,2168.0,18,2966.830985915493,2265.0,22,291.2808451652527,True,2978.6197183098593,2274.0,22,True
poa-n400-5,400,2758.787878787879,2276.0,14,3157.7727272727275,2511.0,17,309.61311411857605,True,3151.4848484848485,2506.0,17,True
poa-n400-6,400,8833.876923076923,5417.0,41,10603.815384615385,6154.0,47,161.09412145614624,True,10261.523076923078,6009.0,46,True
